about,address,avg_rating,category,gym,num_review,rating,region,reviewer_date,text,user_id,user_name,zipcode
"Indian dance, Martial arts, Yoga.
Classes and Performance
Theater
Dance Studio",1570 W 35th St,5.0,"Performing Arts,Martial Arts,Dance Studios",Navarasa Dance Theater,1,5,Exposition Park,2/26/2020,Very sincere and enthusiastic instructors.  We feel confident with the lessons learned. I encourage everyone to try their program as many classes are available-you will love it.,mDpareDGfSTPsVSUXdxcZw,Leela D.,90018
"Welcome to Pro Dance LA a one of a kind ballroom dance studio in the greater Los Angeles area owned and operated by world class professional dancers Elena Samodanova and Gleb Savchenko from ""Dancing with the Stars.""
​
The main goal of Pro Dance LA is to focus on getting results through the proper training and guidance. You will develop the skills like discipline and confidence along with technique and artistry to reach your full potential to become a dancer. Our teachers hold the highest qualifications and experience to teach dance.
​
We offer kid and adult classes for all levels in ballroom, Latin, contemporary, hip hop and belly dancing. We also have private lessons, master classes, special events, training for dance competitions and wedding dances.
 
Check out our class schedule, our team of professional teachers, events, dance clothing shop and more on our website ProDanceLA.com. Also learn more at our social media accounts or stop by the studio.",744 N Fairfax,5.0,Dance Studios,Pro Dance L.A.,10,5,Fairfax,8/1/2019,Amazing studio! ,qcvAUYpXFqQPVoTUtPwsvg,Valts L.,90046
"Welcome to Pro Dance LA a one of a kind ballroom dance studio in the greater Los Angeles area owned and operated by world class professional dancers Elena Samodanova and Gleb Savchenko from ""Dancing with the Stars.""
​
The main goal of Pro Dance LA is to focus on getting results through the proper training and guidance. You will develop the skills like discipline and confidence along with technique and artistry to reach your full potential to become a dancer. Our teachers hold the highest qualifications and experience to teach dance.
​
We offer kid and adult classes for all levels in ballroom, Latin, contemporary, hip hop and belly dancing. We also have private lessons, master classes, special events, training for dance competitions and wedding dances.
 
Check out our class schedule, our team of professional teachers, events, dance clothing shop and more on our website ProDanceLA.com. Also learn more at our social media accounts or stop by the studio.",744 N Fairfax,5.0,Dance Studios,Pro Dance L.A.,10,5,Fairfax,7/11/2019,"1st time salsa dancing and had WAYYY TOO MUCH FUN  if you want to laugh, dance, and learn all at the same time... then this studio is your therapy.",M1rWrunAo7buIOL36K_CMA,JEnlyn D.,90046
"Welcome to Pro Dance LA a one of a kind ballroom dance studio in the greater Los Angeles area owned and operated by world class professional dancers Elena Samodanova and Gleb Savchenko from ""Dancing with the Stars.""
​
The main goal of Pro Dance LA is to focus on getting results through the proper training and guidance. You will develop the skills like discipline and confidence along with technique and artistry to reach your full potential to become a dancer. Our teachers hold the highest qualifications and experience to teach dance.
​
We offer kid and adult classes for all levels in ballroom, Latin, contemporary, hip hop and belly dancing. We also have private lessons, master classes, special events, training for dance competitions and wedding dances.
 
Check out our class schedule, our team of professional teachers, events, dance clothing shop and more on our website ProDanceLA.com. Also learn more at our social media accounts or stop by the studio.",744 N Fairfax,5.0,Dance Studios,Pro Dance L.A.,10,5,Fairfax,4/12/2019,"This is an awesome dance studio that tought my daughter so much! They offer a variety of classes, from Latin ballroom to hip hop, contemporary and much more! The teachers are very professional and personal with each child! Yelena Samodanova is wonderful as a teacher and a mentor for my 12 years old daughter, she not only teaches dance but has an amazing approach as well as an example of a role model! I'm just so grateful for all their hard work and dedication! My daughter loves this studio and all the staff! Also we get to take an occasional lesson with Gleb Savchenko himself and can definitely spot celebrities here practicing their dancing! My daughter benefits so much from this studio! We love it! It's like a second home",6iHjwZfno20eahFGBqLKog,Simona T.,90046
"Welcome to Pro Dance LA a one of a kind ballroom dance studio in the greater Los Angeles area owned and operated by world class professional dancers Elena Samodanova and Gleb Savchenko from ""Dancing with the Stars.""
​
The main goal of Pro Dance LA is to focus on getting results through the proper training and guidance. You will develop the skills like discipline and confidence along with technique and artistry to reach your full potential to become a dancer. Our teachers hold the highest qualifications and experience to teach dance.
​
We offer kid and adult classes for all levels in ballroom, Latin, contemporary, hip hop and belly dancing. We also have private lessons, master classes, special events, training for dance competitions and wedding dances.
 
Check out our class schedule, our team of professional teachers, events, dance clothing shop and more on our website ProDanceLA.com. Also learn more at our social media accounts or stop by the studio.",744 N Fairfax,5.0,Dance Studios,Pro Dance L.A.,10,5,Fairfax,11/1/2018,"I recently had a dance class at this studio and had the most amazing time. The studio is very clean, large and beautiful inside. The staff is very friendly and the instructors are some of the best in the industry. The offer a wide variety of classes for both children and adults. I can't wait to come back for another interactive dancing class!",JkPA7-UiiuoUWzIdGzkZzA,Shelby B.,90046
"Welcome to Pro Dance LA a one of a kind ballroom dance studio in the greater Los Angeles area owned and operated by world class professional dancers Elena Samodanova and Gleb Savchenko from ""Dancing with the Stars.""
​
The main goal of Pro Dance LA is to focus on getting results through the proper training and guidance. You will develop the skills like discipline and confidence along with technique and artistry to reach your full potential to become a dancer. Our teachers hold the highest qualifications and experience to teach dance.
​
We offer kid and adult classes for all levels in ballroom, Latin, contemporary, hip hop and belly dancing. We also have private lessons, master classes, special events, training for dance competitions and wedding dances.
 
Check out our class schedule, our team of professional teachers, events, dance clothing shop and more on our website ProDanceLA.com. Also learn more at our social media accounts or stop by the studio.",744 N Fairfax,5.0,Dance Studios,Pro Dance L.A.,10,5,Fairfax,7/31/2018,"ProDanceLA!!!! This studio is amazing !!!! All the teachers are outstanding, very knowledgeable with a lot of dancing experience and awesome with kids .I have an 8 years old daughter who is so passionate about dancing, she loves all the dance group classes . Also she takes private lessons as well. Kids love the place and after lessons it's very difficult to get them to go home . Everyone is very nice and friendly and it feels like you are a perfect fit to a big dancing family !!! And by the way the owners are from Dancing with the stars :)!!!   You can often meet celebrities at the studio !!!!",j-BqiaV7S708ARFtqp2cNA,Svetlana K.,90046
"Welcome to Pro Dance LA a one of a kind ballroom dance studio in the greater Los Angeles area owned and operated by world class professional dancers Elena Samodanova and Gleb Savchenko from ""Dancing with the Stars.""
​
The main goal of Pro Dance LA is to focus on getting results through the proper training and guidance. You will develop the skills like discipline and confidence along with technique and artistry to reach your full potential to become a dancer. Our teachers hold the highest qualifications and experience to teach dance.
​
We offer kid and adult classes for all levels in ballroom, Latin, contemporary, hip hop and belly dancing. We also have private lessons, master classes, special events, training for dance competitions and wedding dances.
 
Check out our class schedule, our team of professional teachers, events, dance clothing shop and more on our website ProDanceLA.com. Also learn more at our social media accounts or stop by the studio.",744 N Fairfax,5.0,Dance Studios,Pro Dance L.A.,10,5,Fairfax,10/13/2018,This is a warm place with talented students and stellar teachers. my son is always happy to dance lessons and is looking forward to them,9c6TqiWZXLFi1DG7rXq_FQ,Natasha C.,90046
"Welcome to Pro Dance LA a one of a kind ballroom dance studio in the greater Los Angeles area owned and operated by world class professional dancers Elena Samodanova and Gleb Savchenko from ""Dancing with the Stars.""
​
The main goal of Pro Dance LA is to focus on getting results through the proper training and guidance. You will develop the skills like discipline and confidence along with technique and artistry to reach your full potential to become a dancer. Our teachers hold the highest qualifications and experience to teach dance.
​
We offer kid and adult classes for all levels in ballroom, Latin, contemporary, hip hop and belly dancing. We also have private lessons, master classes, special events, training for dance competitions and wedding dances.
 
Check out our class schedule, our team of professional teachers, events, dance clothing shop and more on our website ProDanceLA.com. Also learn more at our social media accounts or stop by the studio.",744 N Fairfax,5.0,Dance Studios,Pro Dance L.A.,10,5,Fairfax,8/1/2018,"Such an amazing studio and staff. My kids felt welcomed from the first day they walked in. The teachers are professional, kind and inspiring. I love the space, family friendly atmosphere and most importantly the level of professionalism and attention they have displayed to my kids and me. I would recommend this studio to dancers of all ages. Dance on!",JkX1lQMwbqVtvZ59T3H5sw,Susid D.,90046
"Welcome to Pro Dance LA a one of a kind ballroom dance studio in the greater Los Angeles area owned and operated by world class professional dancers Elena Samodanova and Gleb Savchenko from ""Dancing with the Stars.""
​
The main goal of Pro Dance LA is to focus on getting results through the proper training and guidance. You will develop the skills like discipline and confidence along with technique and artistry to reach your full potential to become a dancer. Our teachers hold the highest qualifications and experience to teach dance.
​
We offer kid and adult classes for all levels in ballroom, Latin, contemporary, hip hop and belly dancing. We also have private lessons, master classes, special events, training for dance competitions and wedding dances.
 
Check out our class schedule, our team of professional teachers, events, dance clothing shop and more on our website ProDanceLA.com. Also learn more at our social media accounts or stop by the studio.",744 N Fairfax,5.0,Dance Studios,Pro Dance L.A.,10,5,Fairfax,8/22/2019,"I came to Pro Dance L.A. twice last week for Glebs master class and I was impressed. The studio is very stylishly decorated and has free parking. The classes were amazing (I mean who wouldn't enjoy taking a class from Gleb). What I enjoyed most is the atmosphere the owners (Gleb and Elena) have created. It has a different atmosphere compared to other dance studios. Everyone was very friendly and relaxed. One of the dances we learned in class I had never done before, the Paso Doble, i didn't feel out of place and it was a great learning environment. I go back next month for a private lesson and I can't wait!",Apn98QgzpYfJjQMfZr879g,Amanda V.,90046
"Welcome to Pro Dance LA a one of a kind ballroom dance studio in the greater Los Angeles area owned and operated by world class professional dancers Elena Samodanova and Gleb Savchenko from ""Dancing with the Stars.""
​
The main goal of Pro Dance LA is to focus on getting results through the proper training and guidance. You will develop the skills like discipline and confidence along with technique and artistry to reach your full potential to become a dancer. Our teachers hold the highest qualifications and experience to teach dance.
​
We offer kid and adult classes for all levels in ballroom, Latin, contemporary, hip hop and belly dancing. We also have private lessons, master classes, special events, training for dance competitions and wedding dances.
 
Check out our class schedule, our team of professional teachers, events, dance clothing shop and more on our website ProDanceLA.com. Also learn more at our social media accounts or stop by the studio.",744 N Fairfax,5.0,Dance Studios,Pro Dance L.A.,10,5,Fairfax,9/14/2018,"We took 5 classes with Lena, who was preparing us for our big day (first wedding dance). I would never say that we could do what we did! She made our first dance so beautiful that our guests can't stop talking about it (and we are not professional dancers)! On top of that Lena has amazing personality and charisma and learning process was fun and easy too.",X898echsYih44PTS4tkhBg,Anna P.,90046
