about,address,avg_rating,category,gym,num_review,rating,region,reviewer_date,text,user_id,user_name,zipcode
"""I'm not a runner!"" ""I'm too scared!"" Well you're not alone. But have no fear, your inhibitions will be conquered once the lights go down, the music turns up and your Barry's experience begins. Our innovative technique works to ""shock"" the body in the most efficient and effective way to improve your cardiovascular system, lose weight and build muscle. Our world-class trainers are the best in the business and promote a positive, supportive environment that will help you break past your own personal boundaries. Come discover why Barry's Bootcamp has been voted ""The Best Celebrity Workout"" by Allure, Los Angeles Magazineand many others. Regardless of skill level, you can burn 1,000 calories in just one hour. You will see and feel results right away in a thumping music-filled environment where every class feels new, fun and exciting.

Barry's Bootcamp gives clients exactly what they want and need better than any other fitness studio or health club. Clients enter a warmly lit ""dance club-like space"", and allow the best team of instructors guide them through an intense one-hour workout. The program includes 30 minutes of cardio on treadmills and 30 minutes of strength training using free weights, bars, bands, and core strength drills.",6201 Hollywood Blvd,4.5,"Boot Camps,Gyms,Trainers",Barry's Hollywood,96,5,Hollywood,7/21/2016,"Oh Barry's, I'm addicted despite having to make the trip from Pasadena! It's a great workout, and I always leave sweaty and feeling amazing! Barry's has definitely helped me with my running and has pushed me past what I thought were my limits. The trainers are great, they push you when you need it, and they all are genuinely passionate about fitness.",tj6voiLjjzzGUznq_h5OLQ,Cassie T.,90028
"""I'm not a runner!"" ""I'm too scared!"" Well you're not alone. But have no fear, your inhibitions will be conquered once the lights go down, the music turns up and your Barry's experience begins. Our innovative technique works to ""shock"" the body in the most efficient and effective way to improve your cardiovascular system, lose weight and build muscle. Our world-class trainers are the best in the business and promote a positive, supportive environment that will help you break past your own personal boundaries. Come discover why Barry's Bootcamp has been voted ""The Best Celebrity Workout"" by Allure, Los Angeles Magazineand many others. Regardless of skill level, you can burn 1,000 calories in just one hour. You will see and feel results right away in a thumping music-filled environment where every class feels new, fun and exciting.

Barry's Bootcamp gives clients exactly what they want and need better than any other fitness studio or health club. Clients enter a warmly lit ""dance club-like space"", and allow the best team of instructors guide them through an intense one-hour workout. The program includes 30 minutes of cardio on treadmills and 30 minutes of strength training using free weights, bars, bands, and core strength drills.",6201 Hollywood Blvd,4.5,"Boot Camps,Gyms,Trainers",Barry's Hollywood,96,5,Hollywood,1/23/2016,"Just had my first class at Barry's. Really great class. Amber our trainer, was really energetic and with a great speech. The class alternates BTW great cardio and strength. The music keeps the ritm flowing and the entire class very exciting. High energy class with quality exercises and definitely shaping up the body! I recommend! Check it out!",BcGq_HIANxxd-fAh7VRBGw,Joao D.,90028
"""I'm not a runner!"" ""I'm too scared!"" Well you're not alone. But have no fear, your inhibitions will be conquered once the lights go down, the music turns up and your Barry's experience begins. Our innovative technique works to ""shock"" the body in the most efficient and effective way to improve your cardiovascular system, lose weight and build muscle. Our world-class trainers are the best in the business and promote a positive, supportive environment that will help you break past your own personal boundaries. Come discover why Barry's Bootcamp has been voted ""The Best Celebrity Workout"" by Allure, Los Angeles Magazineand many others. Regardless of skill level, you can burn 1,000 calories in just one hour. You will see and feel results right away in a thumping music-filled environment where every class feels new, fun and exciting.

Barry's Bootcamp gives clients exactly what they want and need better than any other fitness studio or health club. Clients enter a warmly lit ""dance club-like space"", and allow the best team of instructors guide them through an intense one-hour workout. The program includes 30 minutes of cardio on treadmills and 30 minutes of strength training using free weights, bars, bands, and core strength drills.",6201 Hollywood Blvd,4.5,"Boot Camps,Gyms,Trainers",Barry's Hollywood,96,5,Hollywood,12/22/2015,"I absolutely love this location. I go here every Wednesday to take Alex S. with my coworkers. The staff is always so friendly and accommodating in moving us around so our group is all together. Alex is excellent in challenging you to do better and offering alternatives if you can't quite do the set but still want the results of a good workout. Also, they have a smoothie bar and you can order before class and it's waiting for you when you're out. Miami mango is definitely a favorite in our group!",8-h1Ogns27wr661rPBbnyg,Rach F.,90028
"""I'm not a runner!"" ""I'm too scared!"" Well you're not alone. But have no fear, your inhibitions will be conquered once the lights go down, the music turns up and your Barry's experience begins. Our innovative technique works to ""shock"" the body in the most efficient and effective way to improve your cardiovascular system, lose weight and build muscle. Our world-class trainers are the best in the business and promote a positive, supportive environment that will help you break past your own personal boundaries. Come discover why Barry's Bootcamp has been voted ""The Best Celebrity Workout"" by Allure, Los Angeles Magazineand many others. Regardless of skill level, you can burn 1,000 calories in just one hour. You will see and feel results right away in a thumping music-filled environment where every class feels new, fun and exciting.

Barry's Bootcamp gives clients exactly what they want and need better than any other fitness studio or health club. Clients enter a warmly lit ""dance club-like space"", and allow the best team of instructors guide them through an intense one-hour workout. The program includes 30 minutes of cardio on treadmills and 30 minutes of strength training using free weights, bars, bands, and core strength drills.",6201 Hollywood Blvd,4.5,"Boot Camps,Gyms,Trainers",Barry's Hollywood,96,5,Hollywood,9/5/2017,Amazing  work out  loved it I would highly recommend you will not regretted they also have a wonderful staff,z_8bFv0evGTRNnucaHe1Cw,Carmen T.,90028
"""I'm not a runner!"" ""I'm too scared!"" Well you're not alone. But have no fear, your inhibitions will be conquered once the lights go down, the music turns up and your Barry's experience begins. Our innovative technique works to ""shock"" the body in the most efficient and effective way to improve your cardiovascular system, lose weight and build muscle. Our world-class trainers are the best in the business and promote a positive, supportive environment that will help you break past your own personal boundaries. Come discover why Barry's Bootcamp has been voted ""The Best Celebrity Workout"" by Allure, Los Angeles Magazineand many others. Regardless of skill level, you can burn 1,000 calories in just one hour. You will see and feel results right away in a thumping music-filled environment where every class feels new, fun and exciting.

Barry's Bootcamp gives clients exactly what they want and need better than any other fitness studio or health club. Clients enter a warmly lit ""dance club-like space"", and allow the best team of instructors guide them through an intense one-hour workout. The program includes 30 minutes of cardio on treadmills and 30 minutes of strength training using free weights, bars, bands, and core strength drills.",6201 Hollywood Blvd,4.5,"Boot Camps,Gyms,Trainers",Barry's Hollywood,96,5,Hollywood,6/10/2017,"This place is a party! I love the motivation you get from the workout as a group. The energy you get from the minute you walk in the door is contagious. Everyone is very nice and helpful. I loved the warm welcome from the front des guys. The locker rooms are incredibly clean---there are USB charging ports in each locker to charge your phone during class which is great after a day of work or being all over the city that day. The workout is fantastic! If you love HIIT you'll love this class. I really like how strength training is in the mix. You can start off on the treadmills or start off with the weights, your choice. Drake was the trainer and he was great. He kept the energy going the entire 60 minutes and was very kind and personable. If he saw someone doing an exercise wrong he would let you know so that you start to do it correctly. Don't listen to the bs people tell you about how it's clickish and you won't fit in because that's a lie---just do the same thing other people are doing or clearly you are not being a part of the actual class that you're taking. I will absolutely be back here.",w6pqrBhrsBvr78GW6cvNVg,Rudy C.,90028
"""I'm not a runner!"" ""I'm too scared!"" Well you're not alone. But have no fear, your inhibitions will be conquered once the lights go down, the music turns up and your Barry's experience begins. Our innovative technique works to ""shock"" the body in the most efficient and effective way to improve your cardiovascular system, lose weight and build muscle. Our world-class trainers are the best in the business and promote a positive, supportive environment that will help you break past your own personal boundaries. Come discover why Barry's Bootcamp has been voted ""The Best Celebrity Workout"" by Allure, Los Angeles Magazineand many others. Regardless of skill level, you can burn 1,000 calories in just one hour. You will see and feel results right away in a thumping music-filled environment where every class feels new, fun and exciting.

Barry's Bootcamp gives clients exactly what they want and need better than any other fitness studio or health club. Clients enter a warmly lit ""dance club-like space"", and allow the best team of instructors guide them through an intense one-hour workout. The program includes 30 minutes of cardio on treadmills and 30 minutes of strength training using free weights, bars, bands, and core strength drills.",6201 Hollywood Blvd,4.5,"Boot Camps,Gyms,Trainers",Barry's Hollywood,96,5,Hollywood,11/29/2015,"Great workout!! I definitely recommend!  I have now taken my 3rd class at this location.  Everything is very clean and new.  I am in pretty good shape but the classes challenge me a lot so I have to alternate days doing a less challenging workout.  The instructors all do a great job although I personally recommend doing the full body workout to start out with which they do on Friday, Saturday or Sunday.  Definitely come ready to workout and you will get your money's worth.",uGCUpy1TUBq5_7s4Mxmw9Q,Suzy M.,90028
"""I'm not a runner!"" ""I'm too scared!"" Well you're not alone. But have no fear, your inhibitions will be conquered once the lights go down, the music turns up and your Barry's experience begins. Our innovative technique works to ""shock"" the body in the most efficient and effective way to improve your cardiovascular system, lose weight and build muscle. Our world-class trainers are the best in the business and promote a positive, supportive environment that will help you break past your own personal boundaries. Come discover why Barry's Bootcamp has been voted ""The Best Celebrity Workout"" by Allure, Los Angeles Magazineand many others. Regardless of skill level, you can burn 1,000 calories in just one hour. You will see and feel results right away in a thumping music-filled environment where every class feels new, fun and exciting.

Barry's Bootcamp gives clients exactly what they want and need better than any other fitness studio or health club. Clients enter a warmly lit ""dance club-like space"", and allow the best team of instructors guide them through an intense one-hour workout. The program includes 30 minutes of cardio on treadmills and 30 minutes of strength training using free weights, bars, bands, and core strength drills.",6201 Hollywood Blvd,4.5,"Boot Camps,Gyms,Trainers",Barry's Hollywood,96,5,Hollywood,2/22/2016,"This new location offers great facilities: easy (and free) underground parking, changing room with lockers and showers, a very spacious and modern gym area, and even a juice bar. Great instructors too. I particularly love taking Chris' class. He is a great trainer, very knowledgeable and professional, full of energy. He will make you sweat and spend calories  and you will enjoy it!",AIWXOjDj3LT53aFMegTaJQ,Sebastien B.,90028
"""I'm not a runner!"" ""I'm too scared!"" Well you're not alone. But have no fear, your inhibitions will be conquered once the lights go down, the music turns up and your Barry's experience begins. Our innovative technique works to ""shock"" the body in the most efficient and effective way to improve your cardiovascular system, lose weight and build muscle. Our world-class trainers are the best in the business and promote a positive, supportive environment that will help you break past your own personal boundaries. Come discover why Barry's Bootcamp has been voted ""The Best Celebrity Workout"" by Allure, Los Angeles Magazineand many others. Regardless of skill level, you can burn 1,000 calories in just one hour. You will see and feel results right away in a thumping music-filled environment where every class feels new, fun and exciting.

Barry's Bootcamp gives clients exactly what they want and need better than any other fitness studio or health club. Clients enter a warmly lit ""dance club-like space"", and allow the best team of instructors guide them through an intense one-hour workout. The program includes 30 minutes of cardio on treadmills and 30 minutes of strength training using free weights, bars, bands, and core strength drills.",6201 Hollywood Blvd,4.5,"Boot Camps,Gyms,Trainers",Barry's Hollywood,96,5,Hollywood,2/8/2017,"Did Barry's Bootcamp in Hollywood tonight for the first time and took Coach Matt Conrad's Abs, Back, and Chest (ABC) class. The studio was very clean. Front desk staff was very nice. I was nervous as heck, but the staff eased my nerves and they were very knowledgeable about the workout. They put my nerves at ease. ",UIRAsONFKSeY76fQEQI_Ig,Dansome W.,90028
"""I'm not a runner!"" ""I'm too scared!"" Well you're not alone. But have no fear, your inhibitions will be conquered once the lights go down, the music turns up and your Barry's experience begins. Our innovative technique works to ""shock"" the body in the most efficient and effective way to improve your cardiovascular system, lose weight and build muscle. Our world-class trainers are the best in the business and promote a positive, supportive environment that will help you break past your own personal boundaries. Come discover why Barry's Bootcamp has been voted ""The Best Celebrity Workout"" by Allure, Los Angeles Magazineand many others. Regardless of skill level, you can burn 1,000 calories in just one hour. You will see and feel results right away in a thumping music-filled environment where every class feels new, fun and exciting.

Barry's Bootcamp gives clients exactly what they want and need better than any other fitness studio or health club. Clients enter a warmly lit ""dance club-like space"", and allow the best team of instructors guide them through an intense one-hour workout. The program includes 30 minutes of cardio on treadmills and 30 minutes of strength training using free weights, bars, bands, and core strength drills.",6201 Hollywood Blvd,4.5,"Boot Camps,Gyms,Trainers",Barry's Hollywood,96,5,Hollywood,5/12/2017,Michelle reached out to me after my previous review and was able to move credit into my account so that I may use at Barry's here in Chicago which is all I wanted in the first place.  So thank you Michelle.,EQlm9KC9UMZRi7Rowy5UEg,T G.,90028
"""I'm not a runner!"" ""I'm too scared!"" Well you're not alone. But have no fear, your inhibitions will be conquered once the lights go down, the music turns up and your Barry's experience begins. Our innovative technique works to ""shock"" the body in the most efficient and effective way to improve your cardiovascular system, lose weight and build muscle. Our world-class trainers are the best in the business and promote a positive, supportive environment that will help you break past your own personal boundaries. Come discover why Barry's Bootcamp has been voted ""The Best Celebrity Workout"" by Allure, Los Angeles Magazineand many others. Regardless of skill level, you can burn 1,000 calories in just one hour. You will see and feel results right away in a thumping music-filled environment where every class feels new, fun and exciting.

Barry's Bootcamp gives clients exactly what they want and need better than any other fitness studio or health club. Clients enter a warmly lit ""dance club-like space"", and allow the best team of instructors guide them through an intense one-hour workout. The program includes 30 minutes of cardio on treadmills and 30 minutes of strength training using free weights, bars, bands, and core strength drills.",6201 Hollywood Blvd,4.5,"Boot Camps,Gyms,Trainers",Barry's Hollywood,96,5,Hollywood,1/31/2016,"Amazing new location! Huge space, clean and modern!  Be sure to check out Scott Haddock's Sunday am class!! Perfect way to end your week with a full body workout from a great instructor !",OJ9Jml-ds5ptXtkJG5o_bA,Ezra A.,90028
