about,address,avg_rating,category,gym,num_review,rating,region,reviewer_date,text,user_id,user_name,zipcode
"Monthly dues are only $69 for complete gym access to weights, machines, cardio units and our roster of classes. (Some classes like spinning involve an extra fee.)",8053 Beverly Blvd,4.5,Gyms,Easton Gym,128,5,Beverly Grove,3/3/2020,Finally rejoined yesterday after a membership freeze and was SO excited to go back! It's a really great gym that has everything I need (no frills but gets the job done!),C7d_i_afWT3-GYMT99WJ8A,Phoebe S.,90048
"Monthly dues are only $69 for complete gym access to weights, machines, cardio units and our roster of classes. (Some classes like spinning involve an extra fee.)",8053 Beverly Blvd,4.5,Gyms,Easton Gym,128,5,Beverly Grove,5/5/2020,"I love this gym, and everything about it. The parking is phenomenal (especially given the location), the staff is super friendly, and it's never too crowded. I'm incredibly picky about gym atmospheres- I don't like to feel like I'm suffocating around too many other people, I need fresh air, I need somewhere reasonable to park (for free), I don't like to wait for equipment, etc. Easton accomplishes all this and more. Also- super fairly priced membership (cannot stress how unique that is in LA). There's nothing I don't love about this gym.",sMZLRfnAR1KnKwkSHp25mA,Maron T.,90048
"Monthly dues are only $69 for complete gym access to weights, machines, cardio units and our roster of classes. (Some classes like spinning involve an extra fee.)",8053 Beverly Blvd,4.5,Gyms,Easton Gym,128,5,Beverly Grove,8/12/2019,Love this gym folks are super nice here and dressing room is super clean ,O5FSXYuPKb1rV4AlnUyENw,Anar B.,90048
"Monthly dues are only $69 for complete gym access to weights, machines, cardio units and our roster of classes. (Some classes like spinning involve an extra fee.)",8053 Beverly Blvd,4.5,Gyms,Easton Gym,128,5,Beverly Grove,1/27/2020,"This is my favorite gym in West Hollywood. The atmosphere is great and the staff is very friendly. It's a low-key, clean gym with everything you need.",kOqK0GxGR8z-DAX4XTDvAA,Juan O.,90048
"Monthly dues are only $69 for complete gym access to weights, machines, cardio units and our roster of classes. (Some classes like spinning involve an extra fee.)",8053 Beverly Blvd,4.5,Gyms,Easton Gym,128,2,Beverly Grove,8/12/2019,"This gym has a lot of charm, but I won't be returning because of how I was treated by an employee. ",oFThAlR6-ZogsagMkdxGcQ,Richard E.,90048
"Monthly dues are only $69 for complete gym access to weights, machines, cardio units and our roster of classes. (Some classes like spinning involve an extra fee.)",8053 Beverly Blvd,4.5,Gyms,Easton Gym,128,5,Beverly Grove,1/11/2019,Such a great gym if you:,Osi5PLgkMWhA6Ibz9JP-1A,Taylor W.,90048
"Monthly dues are only $69 for complete gym access to weights, machines, cardio units and our roster of classes. (Some classes like spinning involve an extra fee.)",8053 Beverly Blvd,4.5,Gyms,Easton Gym,128,5,Beverly Grove,1/22/2019,"I have been going to Easton Gym for over ten years and I love it!  It's historic, cozy, has all the equipment I need, great classes, and is extremely well-priced.  This is a no-frills gym for people who want to get their workout in, and then get out.  When so much of the city is changing, I am so glad that a gym like Easton exists.",3wQhRBNBI1Y-XyD7T2jXfA,Greg M.,90048
"Monthly dues are only $69 for complete gym access to weights, machines, cardio units and our roster of classes. (Some classes like spinning involve an extra fee.)",8053 Beverly Blvd,4.5,Gyms,Easton Gym,128,5,Beverly Grove,11/20/2018,"I love it here. Come nearly everyday. It's a bit of an Average Joe's kind of feel, but it's a no frills, get to work and get back to life. The sauna and outdoor roof area are great pluses. Also you can cancel anytime after upfront payment which is CLUTCH especially if you bounce around LA.",_9vn49eJU0mbDZdQ46aF6g,Rusty R.,90048
"Monthly dues are only $69 for complete gym access to weights, machines, cardio units and our roster of classes. (Some classes like spinning involve an extra fee.)",8053 Beverly Blvd,4.5,Gyms,Easton Gym,128,5,Beverly Grove,11/18/2018,"I have been at a lot of gyms, and this is the best in LA.",TsrN8aGvIM2Qj6iF5lBapg,Boris S.,90048
"Monthly dues are only $69 for complete gym access to weights, machines, cardio units and our roster of classes. (Some classes like spinning involve an extra fee.)",8053 Beverly Blvd,4.5,Gyms,Easton Gym,128,4,Beverly Grove,4/26/2019,"Love this gym but I have to take off one star because of the treadmill situation. They only have 7, maybe 8 treadmills in the back - and up to 3 of them have been out of service lately. I figured they'd fix it asap but weeks have gone by and nothing. As a runner I went to Easton multiple times with the intent to run a few miles but I ended up leaving frustrated after lifting weights for a bit and trying to fight for the next available treadmill. Bummer, as the front staff is always nice and the people there are focused on working out - which is a nice relief from LA. It's just that treadmill situation :(",8Iyt_0vjL7Xy3tR3Sex_2Q,Andrew R.,90048
