about,address,avg_rating,category,gym,num_review,rating,region,reviewer_date,text,user_id,user_name,zipcode
"Young Ninjas USA ™ is a Los Angeles based company dedicated to providing high-quality, age-appropriate, programs featuring games and activities based on ancient Martial Arts principles. Young Ninjas provides exciting enrichment classes, camps, birthday parties, and private family training activities throughout the year.

Young Ninjas USA programs offer action-packed challenges that help children develop balance, coordination, and discipline in a fun-filled environment.  All YNUSA programs are designed to meet California State Standards for Physical Education.  In addition to the physical fitness benefits, concepts of teamwork and good citizenship are learned through the Promise of the Ninja.

Young Ninjas USA is fully licensed and insured.  All YNUSA Instructors have completed full background checks with the State of California through the Department of Justice.",5371 Wilshire Blvd,5.0,"Martial Arts,Summer Camps",Young Ninjas USA,33,5,Mid-Wilshire,12/29/2017,"Incredible company! Fun, engaging and flexible. I had to book some activities for my students during a child care program for our school. The program was a little hectic and scheduling was complicated but Young Ninjas was so flexible with our needs. They came three separate days and each days schedule was different. We didn't know how many children would be in the program and the exact number of ages but Sensei Joe was so flexible and made it work. Some days he had two children and others he had 30. The children were all engaged, laughing and excited. He connects with the children so well and both Shaun and John (company admin) were professional and kind. I'm hoping my school hires them for future activities because they are so great for the students. Definitely a company I would highly recommend for child and families, parties, events etc!",Ev7UDqkhQI7VBByJ8mR3jg,Nicole Z.,90036
"Young Ninjas USA ™ is a Los Angeles based company dedicated to providing high-quality, age-appropriate, programs featuring games and activities based on ancient Martial Arts principles. Young Ninjas provides exciting enrichment classes, camps, birthday parties, and private family training activities throughout the year.

Young Ninjas USA programs offer action-packed challenges that help children develop balance, coordination, and discipline in a fun-filled environment.  All YNUSA programs are designed to meet California State Standards for Physical Education.  In addition to the physical fitness benefits, concepts of teamwork and good citizenship are learned through the Promise of the Ninja.

Young Ninjas USA is fully licensed and insured.  All YNUSA Instructors have completed full background checks with the State of California through the Department of Justice.",5371 Wilshire Blvd,5.0,"Martial Arts,Summer Camps",Young Ninjas USA,33,5,Mid-Wilshire,1/8/2018,"My 3 year old son participated in the Young Ninjas program offered at his preschool. I wanted him to have some physical activity so I signed him up for it. He LOVED it. I observed the class on a number of occasions and was impressed. The instructor was energetic and fun and knew how to engage preschoolers. Also, I really appreciate their focus on teaching kids RESPECT. I'm thinking of having them at my son's birthday party in June. :)",7YpCx36XQJyUUXLdY4eCgw,Sunny R.,90036
"Young Ninjas USA ™ is a Los Angeles based company dedicated to providing high-quality, age-appropriate, programs featuring games and activities based on ancient Martial Arts principles. Young Ninjas provides exciting enrichment classes, camps, birthday parties, and private family training activities throughout the year.

Young Ninjas USA programs offer action-packed challenges that help children develop balance, coordination, and discipline in a fun-filled environment.  All YNUSA programs are designed to meet California State Standards for Physical Education.  In addition to the physical fitness benefits, concepts of teamwork and good citizenship are learned through the Promise of the Ninja.

Young Ninjas USA is fully licensed and insured.  All YNUSA Instructors have completed full background checks with the State of California through the Department of Justice.",5371 Wilshire Blvd,5.0,"Martial Arts,Summer Camps",Young Ninjas USA,33,5,Mid-Wilshire,1/8/2018,"Young Ninjas come to my son's preschool and he absolutely loves it! I feel it helps with discipline and I love how excited he gets on his ""Ninja Day"". Very happy with the impact they have on his listening skills!",4lgqz04IB3oUCBI8jcEN_A,meg d.,90036
"Young Ninjas USA ™ is a Los Angeles based company dedicated to providing high-quality, age-appropriate, programs featuring games and activities based on ancient Martial Arts principles. Young Ninjas provides exciting enrichment classes, camps, birthday parties, and private family training activities throughout the year.

Young Ninjas USA programs offer action-packed challenges that help children develop balance, coordination, and discipline in a fun-filled environment.  All YNUSA programs are designed to meet California State Standards for Physical Education.  In addition to the physical fitness benefits, concepts of teamwork and good citizenship are learned through the Promise of the Ninja.

Young Ninjas USA is fully licensed and insured.  All YNUSA Instructors have completed full background checks with the State of California through the Department of Justice.",5371 Wilshire Blvd,5.0,"Martial Arts,Summer Camps",Young Ninjas USA,33,5,Mid-Wilshire,1/3/2018,My son loves Young Ninjas. And I love it too. The kids get a good workout while having lots of fun and learning to be respectful to each other. Super recommend it!,hmbwiUCcfu0rff3Fw5h7vQ,Fernanda L.,90036
"Young Ninjas USA ™ is a Los Angeles based company dedicated to providing high-quality, age-appropriate, programs featuring games and activities based on ancient Martial Arts principles. Young Ninjas provides exciting enrichment classes, camps, birthday parties, and private family training activities throughout the year.

Young Ninjas USA programs offer action-packed challenges that help children develop balance, coordination, and discipline in a fun-filled environment.  All YNUSA programs are designed to meet California State Standards for Physical Education.  In addition to the physical fitness benefits, concepts of teamwork and good citizenship are learned through the Promise of the Ninja.

Young Ninjas USA is fully licensed and insured.  All YNUSA Instructors have completed full background checks with the State of California through the Department of Justice.",5371 Wilshire Blvd,5.0,"Martial Arts,Summer Camps",Young Ninjas USA,33,5,Mid-Wilshire,7/19/2017,"The Young Ninjas were great for our 7-year-old's birthday party. Jonathan was very easy to work with planning the event. At the party, the kids were very engaged in his ninja lessons, which were very well organized and very entertaining for the kids. The kids enjoyed acquiring their new ninja skills and completing all of the challenges. I definitely recommend adding on the nunchucks section (foam nunchucks) as this portion was particularly fun for the kids. Our son loved the class and felt like the star of the party with the headband, t-shirt, and board breaking and poster signing at the end. Overall, the Young Ninjas was a great plan for the party. The kids had fun and also got a great workout.",vA13V_m5QOmQeJI8lrTLBA,Melissa B.,90036
"Young Ninjas USA ™ is a Los Angeles based company dedicated to providing high-quality, age-appropriate, programs featuring games and activities based on ancient Martial Arts principles. Young Ninjas provides exciting enrichment classes, camps, birthday parties, and private family training activities throughout the year.

Young Ninjas USA programs offer action-packed challenges that help children develop balance, coordination, and discipline in a fun-filled environment.  All YNUSA programs are designed to meet California State Standards for Physical Education.  In addition to the physical fitness benefits, concepts of teamwork and good citizenship are learned through the Promise of the Ninja.

Young Ninjas USA is fully licensed and insured.  All YNUSA Instructors have completed full background checks with the State of California through the Department of Justice.",5371 Wilshire Blvd,5.0,"Martial Arts,Summer Camps",Young Ninjas USA,33,5,Mid-Wilshire,4/18/2018,Young ninjas is offered sons school and oh man does he love it! This is the second session he has attended and he has the best time learning ninja skills. It is the one day a week we do not have any problem getting to school on time. Definitely will keep signing him up! The senseis are amazing!,n5i_ADvbC2FIgqMcCd_PFw,Andrea A.,90036
"Young Ninjas USA ™ is a Los Angeles based company dedicated to providing high-quality, age-appropriate, programs featuring games and activities based on ancient Martial Arts principles. Young Ninjas provides exciting enrichment classes, camps, birthday parties, and private family training activities throughout the year.

Young Ninjas USA programs offer action-packed challenges that help children develop balance, coordination, and discipline in a fun-filled environment.  All YNUSA programs are designed to meet California State Standards for Physical Education.  In addition to the physical fitness benefits, concepts of teamwork and good citizenship are learned through the Promise of the Ninja.

Young Ninjas USA is fully licensed and insured.  All YNUSA Instructors have completed full background checks with the State of California through the Department of Justice.",5371 Wilshire Blvd,5.0,"Martial Arts,Summer Camps",Young Ninjas USA,33,5,Mid-Wilshire,11/26/2017,Jonathan was great with helping me plan my sons 4th birthday party. He answered all my questions and came fully prepared to give some awesome ninja lessons!!! My son and the other kids were all entertained and had a blast learning new moves. I would highly recommend Young Ninjas to anyone who wants some fun and safe kids entertainment for their next party!!,bVmAHIz3l5W_bjgYWfqV3w,Stephanie M.,90036
"Young Ninjas USA ™ is a Los Angeles based company dedicated to providing high-quality, age-appropriate, programs featuring games and activities based on ancient Martial Arts principles. Young Ninjas provides exciting enrichment classes, camps, birthday parties, and private family training activities throughout the year.

Young Ninjas USA programs offer action-packed challenges that help children develop balance, coordination, and discipline in a fun-filled environment.  All YNUSA programs are designed to meet California State Standards for Physical Education.  In addition to the physical fitness benefits, concepts of teamwork and good citizenship are learned through the Promise of the Ninja.

Young Ninjas USA is fully licensed and insured.  All YNUSA Instructors have completed full background checks with the State of California through the Department of Justice.",5371 Wilshire Blvd,5.0,"Martial Arts,Summer Camps",Young Ninjas USA,33,5,Mid-Wilshire,11/28/2017,"I love Young Ninjas! I know them from two perspectives: I am the director at a preschool that often has Young Ninjas come teach, and my 4 year old daughter attends this preschool. From my daughter's standpoint, she absolutely LOVES it when the Young Ninjas come!  She's gotten very upset with me when we had to miss one day they were there. From a director's perspective, I've watched many of the sessions and Sensei Dominic is so amazing with the children. He has all of their undivided attention. The children are constantly laughing and learning new ninja moves. It's great exercise for them and they really work on their listening skills and work on following directions (in a fun way!)  I also hear the children talk to their parents about it later. Several children have even had Young Ninjas do their birthday parties and they only have wonderful things to say about it. Jonathan is also so wonderful and great to work with.  It's really such a special program and its so amazing to see the children have so much fun.",qYbz0_A4ljSYc9Cc-X6nqg,Melissa F.,90036
"Young Ninjas USA ™ is a Los Angeles based company dedicated to providing high-quality, age-appropriate, programs featuring games and activities based on ancient Martial Arts principles. Young Ninjas provides exciting enrichment classes, camps, birthday parties, and private family training activities throughout the year.

Young Ninjas USA programs offer action-packed challenges that help children develop balance, coordination, and discipline in a fun-filled environment.  All YNUSA programs are designed to meet California State Standards for Physical Education.  In addition to the physical fitness benefits, concepts of teamwork and good citizenship are learned through the Promise of the Ninja.

Young Ninjas USA is fully licensed and insured.  All YNUSA Instructors have completed full background checks with the State of California through the Department of Justice.",5371 Wilshire Blvd,5.0,"Martial Arts,Summer Camps",Young Ninjas USA,33,5,Mid-Wilshire,1/3/2018,"My son's preschool offered Young Ninja enrichment classes after school.  We signed him up because he needed something structured to do after nap time, and Young Ninja's turned out great!  My son enjoyed the classes and it gave him something purposeful he could do in that hour between nap ending and me coming to pick him up after work.  The Sensei was kind and excellent with the 3 and 4-year-olds.",kzzUiEHyf7LwRJ6DUx8Wyg,Jessie C.,90036
"Young Ninjas USA ™ is a Los Angeles based company dedicated to providing high-quality, age-appropriate, programs featuring games and activities based on ancient Martial Arts principles. Young Ninjas provides exciting enrichment classes, camps, birthday parties, and private family training activities throughout the year.

Young Ninjas USA programs offer action-packed challenges that help children develop balance, coordination, and discipline in a fun-filled environment.  All YNUSA programs are designed to meet California State Standards for Physical Education.  In addition to the physical fitness benefits, concepts of teamwork and good citizenship are learned through the Promise of the Ninja.

Young Ninjas USA is fully licensed and insured.  All YNUSA Instructors have completed full background checks with the State of California through the Department of Justice.",5371 Wilshire Blvd,5.0,"Martial Arts,Summer Camps",Young Ninjas USA,33,5,Mid-Wilshire,3/23/2018,"We hired them for our son's 5th birthday party. The kids all had so much fun learning how to be ninjas! They were engaging and creative, on top of being professional and on-time! I would definitely recommend them to anyone looking for an awesome ninja party!!",2JE6AOFqLW5zxQUNK4QUGw,Nicole H.,90036
