about,address,avg_rating,category,gym,num_review,rating,region,reviewer_date,text,user_id,user_name,zipcode
"Grit should come from the heart, not from the gym equipment. We believe learning in the art and beauty of boxing & kickboxing, without the hazing or intimidation. Group class without compromising technique. Boxing skills that look so good, we keep the lights on.",2723 Lincoln Blvd,5.0,"Boxing,Kickboxing",TwinFin Boxing,25,5,,5/22/2015,"My husband and I would ONLY go to Aaron's class when he taught at UFC (we tried one other trainer once and I just couldn't take it). We were very sad when we left Chicago and had to not only find a whole new boxing gym but also someone we liked as a trainer. I'd recommend Aaron to anyone looking for a trainer that's motivating, easy-going and knows his s***!",aGNjAABJiEZNmBWtv7bMSg,Courtney C.,90405
"Grit should come from the heart, not from the gym equipment. We believe learning in the art and beauty of boxing & kickboxing, without the hazing or intimidation. Group class without compromising technique. Boxing skills that look so good, we keep the lights on.",2723 Lincoln Blvd,5.0,"Boxing,Kickboxing",TwinFin Boxing,25,5,,12/5/2016,Want to learn the true art of boxing/kickboxing/Muaythai? Mr. Swenson is your man! Stand up dude with tons of knowledge!,Zk-lBB1MoKUXTIqRC2jZxA,Jonathan T.,90405
"Grit should come from the heart, not from the gym equipment. We believe learning in the art and beauty of boxing & kickboxing, without the hazing or intimidation. Group class without compromising technique. Boxing skills that look so good, we keep the lights on.",2723 Lincoln Blvd,5.0,"Boxing,Kickboxing",TwinFin Boxing,25,5,,6/3/2015,"I began taking classes with Aaron without any previous experience in the martial arts. Very quickly I was seeing terrific results physically as well as mentally from Aaron's instruction. More focused, less stressed, more confident, and having a lot of fun. While training with Aaron you will be so engaged in learning what he has to teach - as I was - that you will soon be in the best shape of your life and wonder how you got there. Make no mistake, Aaron's instruction is top notch. He is an incredible teacher, champion, and an even better person.",ieKjXP9s_g8ZEHs3jGMVxg,Brendon K.,90405
"Grit should come from the heart, not from the gym equipment. We believe learning in the art and beauty of boxing & kickboxing, without the hazing or intimidation. Group class without compromising technique. Boxing skills that look so good, we keep the lights on.",2723 Lincoln Blvd,5.0,"Boxing,Kickboxing",TwinFin Boxing,25,5,,5/26/2015,"Aaron Swenson is an incredible trainer, coach and human being! My mom started training with him a few years, followed by my sister and finally me. Aaron got me in the best shape of my life! When I first started I was worried that it would be out of my league and make me feel ridiculous. However, Aaron made me feel so comfortable and was patient and broke it down for me in steps i could understand. I fell in love right away. He is the best trainer I have ever had and when he left for LA, I cried not only because he is amazing at what he does but he is an incredible human being. My whole family has fallen in love with the art of Muy Thai because of his patience, love and dedication to the sport. I don't think I can recommend Aaron enough. You won't regret it!",xw1l5ZJJ2HPdnWvKVwCxgw,Sonia T.,90405
"Grit should come from the heart, not from the gym equipment. We believe learning in the art and beauty of boxing & kickboxing, without the hazing or intimidation. Group class without compromising technique. Boxing skills that look so good, we keep the lights on.",2723 Lincoln Blvd,5.0,"Boxing,Kickboxing",TwinFin Boxing,25,5,,6/24/2015,"By the luck of the universe I crossed paths with Aaron Swenson & his training skills about 8 years ago. He exposed me to a world I never knew, and empowered me in a way I will never be able to explain in mere words and do proper justice. I've trained with several other people since Aaron, and no one holds a candle to him. He's not a fighter who trains for extra money. He's a TRAINER. He taught me proper form, and allowed me to choose what to do with the skills, and was completely supportive. Whether you want to compete, get in better shape, or just feel the power from within you - he rocks it hard.",u7pzsR2GqPp_a0009l59Vg,Wendy M.,90405
"Turning Point Pilates is a fully equipped classical Pilates studio twice voted best studio by Argonaut News readers. Rooted in Venice we serve the beach communities Venice, Marina Del Rey, Playa del Rey and Playa Vista. We Offer: Privates, Semi-privates, Group classes, Client referral discounts and Gift certificates.

Pilates is a full body workout. When all your mind and body are solely focused on coordinating all your muscles you will sweat! Not only will you feel and look better, you'll perform your daily activities with greater ease and gain athletic edge. Pilates is exercise for everyone regardless of your starting point. 

Move with power confidence grace, less pain and defy the effects of aging!

Looking for an exercise environment in which you will feel respected and supported, regardless of your starting point? Turning Point Pilates is that place! .

New to the studio? Ask about our new client specials!",13061 Venice Blvd,5.0,Pilates,Turning Point pilates,42,5,Mar Vista,6/26/2015,"I've been going to Turning Point Pilates for over six months now first beginning with private sessions  in classical Pilates with Robin.  Then, after sufficient instruction, I began an unlimited monthly membership which includes one private session. I generally go to 3 sessions each week now where there is a max of 5 in the class.  This is an outstanding program.  Each instructor is fully qualified and  is an excellent  trainer. I've notice very significant improvement in my strength and flexibility in this is short time despite being in my 70's and seriously out of physical shape. And, to top off the outstanding instruction, the studio is peaceful and without the stress caused by loud music and crowded conditions seem at many Pilates-type studios.",vL1xSlIxandvKlZZ6TWUig,Elaine S.,90066
"Turning Point Pilates is a fully equipped classical Pilates studio twice voted best studio by Argonaut News readers. Rooted in Venice we serve the beach communities Venice, Marina Del Rey, Playa del Rey and Playa Vista. We Offer: Privates, Semi-privates, Group classes, Client referral discounts and Gift certificates.

Pilates is a full body workout. When all your mind and body are solely focused on coordinating all your muscles you will sweat! Not only will you feel and look better, you'll perform your daily activities with greater ease and gain athletic edge. Pilates is exercise for everyone regardless of your starting point. 

Move with power confidence grace, less pain and defy the effects of aging!

Looking for an exercise environment in which you will feel respected and supported, regardless of your starting point? Turning Point Pilates is that place! .

New to the studio? Ask about our new client specials!",13061 Venice Blvd,5.0,Pilates,Turning Point pilates,42,5,Mar Vista,8/30/2015,"I started taking Pilates as I was having back issues from sitting in a cubicle all day, and the classes have really helped make my back strong. I just tried the mat class and it was difficult. I had no idea. I've worked with two teachers, both great and very knowledgeable and patient.The location is great. I'm glad to have found this spot with small classes and very personal attention.",hcW6cBUMi5g0z1vvJhPMIQ,Ethan W.,90066
Great Dance music. All genres,1440 4th St,4.5,"Dance Studios,Dance Schools",John Cassese - The Dance Doctor,59,5,,2/27/2013,The only dance studio in Santa Monica that has Salsa or Bachata classes everyday!,gKa45wnTRrgXnQbJqNURjQ,Kirill V.,90401
Great Dance music. All genres,1440 4th St,4.5,"Dance Studios,Dance Schools",John Cassese - The Dance Doctor,59,4,,10/17/2014,"Great instructors, as was the namesake John Cassese is suspect, as all the photos ringing every possible display space will remind you.",EXiPhka9dRboM-TkvBi_9A,Ever M.,90401
Great Dance music. All genres,1440 4th St,4.5,"Dance Studios,Dance Schools",John Cassese - The Dance Doctor,59,5,,1/27/2015,"I moved to LA from Minnesota last March. One thing I wanted to do right away was take salsa lessons. I found the Dance Doctor and sent an email for more information. John called me back the very same day. We not only chatted about lessons, packages and how it all worked, but he also took the time to get to know me. He was very friendly and accommodating. What I did not expect was that he would call me back again, that same night, and offer me a free private lesson as a warm welcome to LA. The Dance Doctor has been my one stable place since I've moved here and has become a home for me. I absolutely love it here. Jackie's salsa lessons on Tuesdays, Thursdays, and Saturdays are where it's at!!!",X0hQrhTc12TwsM13mMMBbw,Kael C.,90401
