about,address,avg_rating,category,gym,num_review,rating,region,reviewer_date,text,user_id,user_name,zipcode
"We offer a unique, Rock and Roll inspired indoor cycling program! If the typical top 40 hits aren't your thing, we're the place for you. Our studio is CBGB's-esque with tattoo flash on the walls, red lighting, rock posters and murals. Andrea Lawent, Made in LA's owner and one of the firsts in the indoor cycling industry, crafts one-of-a-kind playlists from a variety of rock and punk genres. 

We also offer a unique class called The Ratchet Ride instructed by Rafael Garcia, it is uncensored and explicit hip hop. Ridin' dirty! 

In addition to our indoor cycling program we also offer Personal Training packages and have a unique Active Chiropractic program under our licensed Chiropractor as well.",1710 N McCadden Pl,4.0,"Trainers,Gyms",Made in LA Fitness,47,5,Hollywood,2/4/2019,"Andrea Lawent is a freaking legend and deserves all the accolades in LA for creating the most unique spin class in town. It's more of an experience than a class to be honest. She brings grit, beauty, madness, and sanity all at once. ",naQqZSLfzXGSG-1C_1oAZg,Jesse B.,90028
"We offer a unique, Rock and Roll inspired indoor cycling program! If the typical top 40 hits aren't your thing, we're the place for you. Our studio is CBGB's-esque with tattoo flash on the walls, red lighting, rock posters and murals. Andrea Lawent, Made in LA's owner and one of the firsts in the indoor cycling industry, crafts one-of-a-kind playlists from a variety of rock and punk genres. 

We also offer a unique class called The Ratchet Ride instructed by Rafael Garcia, it is uncensored and explicit hip hop. Ridin' dirty! 

In addition to our indoor cycling program we also offer Personal Training packages and have a unique Active Chiropractic program under our licensed Chiropractor as well.",1710 N McCadden Pl,4.0,"Trainers,Gyms",Made in LA Fitness,47,1,Hollywood,3/8/2020,"They have been falling billing my insurance company for months. Definitely a scam, as the same thing happened to my other co-workers that use this gym as well. It is March 2020 and I have not been to Made In LA Fitness since September 2019 but have been contéstale reviving billing statements for treatments I did t not receive. When I called they said it was a mistake and that the company would be reimbursed, but yet March 2020 I am still getting billing statements and nothing has been reimbursed...",9HFseo4Zm4cG_fAbP6GE-Q,Tierra J.,90028
"We offer a unique, Rock and Roll inspired indoor cycling program! If the typical top 40 hits aren't your thing, we're the place for you. Our studio is CBGB's-esque with tattoo flash on the walls, red lighting, rock posters and murals. Andrea Lawent, Made in LA's owner and one of the firsts in the indoor cycling industry, crafts one-of-a-kind playlists from a variety of rock and punk genres. 

We also offer a unique class called The Ratchet Ride instructed by Rafael Garcia, it is uncensored and explicit hip hop. Ridin' dirty! 

In addition to our indoor cycling program we also offer Personal Training packages and have a unique Active Chiropractic program under our licensed Chiropractor as well.",1710 N McCadden Pl,4.0,"Trainers,Gyms",Made in LA Fitness,47,5,Hollywood,2/28/2018,"Just took the spin class... it was so great. The instructor was awesome kept us motivated, music was good, clean room, great bikes, and they also give you spin shoes with the bike. Looking forward to going back",UXQHptzCvrsshp7TaCowfA,Brittany H.,90028
"We offer a unique, Rock and Roll inspired indoor cycling program! If the typical top 40 hits aren't your thing, we're the place for you. Our studio is CBGB's-esque with tattoo flash on the walls, red lighting, rock posters and murals. Andrea Lawent, Made in LA's owner and one of the firsts in the indoor cycling industry, crafts one-of-a-kind playlists from a variety of rock and punk genres. 

We also offer a unique class called The Ratchet Ride instructed by Rafael Garcia, it is uncensored and explicit hip hop. Ridin' dirty! 

In addition to our indoor cycling program we also offer Personal Training packages and have a unique Active Chiropractic program under our licensed Chiropractor as well.",1710 N McCadden Pl,4.0,"Trainers,Gyms",Made in LA Fitness,47,1,Hollywood,7/30/2019,Horrible place! Horrible instructions. Don't waste your time here. Not a good environment,45a1yug-qj1ZO63EYyE3Xw,Charlie N C.,90028
"We offer a unique, Rock and Roll inspired indoor cycling program! If the typical top 40 hits aren't your thing, we're the place for you. Our studio is CBGB's-esque with tattoo flash on the walls, red lighting, rock posters and murals. Andrea Lawent, Made in LA's owner and one of the firsts in the indoor cycling industry, crafts one-of-a-kind playlists from a variety of rock and punk genres. 

We also offer a unique class called The Ratchet Ride instructed by Rafael Garcia, it is uncensored and explicit hip hop. Ridin' dirty! 

In addition to our indoor cycling program we also offer Personal Training packages and have a unique Active Chiropractic program under our licensed Chiropractor as well.",1710 N McCadden Pl,4.0,"Trainers,Gyms",Made in LA Fitness,47,5,Hollywood,3/12/2018,"There are spin classes and then there are spin classes at Made in LA.  I've taken classes elsewhere where instructors are constantly yelling *motivational* crap at you for the entire duration of class - like geez, take a damn breath and shut up and let me spin in peace for the love of God!",nY2vm2Uat3JNvsVK31XgBA,Shoobie D.,90028
"We offer a unique, Rock and Roll inspired indoor cycling program! If the typical top 40 hits aren't your thing, we're the place for you. Our studio is CBGB's-esque with tattoo flash on the walls, red lighting, rock posters and murals. Andrea Lawent, Made in LA's owner and one of the firsts in the indoor cycling industry, crafts one-of-a-kind playlists from a variety of rock and punk genres. 

We also offer a unique class called The Ratchet Ride instructed by Rafael Garcia, it is uncensored and explicit hip hop. Ridin' dirty! 

In addition to our indoor cycling program we also offer Personal Training packages and have a unique Active Chiropractic program under our licensed Chiropractor as well.",1710 N McCadden Pl,4.0,"Trainers,Gyms",Made in LA Fitness,47,4,Hollywood,9/18/2017,"My trainer J gets 5 stars. He's absolutely amazing and everytime you finish a workout you feel like you're truly accomplished the most in 1 hour. I could go on and on about him but let's just keep it simple, he's the BEST! ",hdr-8QD6D959-4Nq-wBCpw,Brooke R.,90028
"We offer a unique, Rock and Roll inspired indoor cycling program! If the typical top 40 hits aren't your thing, we're the place for you. Our studio is CBGB's-esque with tattoo flash on the walls, red lighting, rock posters and murals. Andrea Lawent, Made in LA's owner and one of the firsts in the indoor cycling industry, crafts one-of-a-kind playlists from a variety of rock and punk genres. 

We also offer a unique class called The Ratchet Ride instructed by Rafael Garcia, it is uncensored and explicit hip hop. Ridin' dirty! 

In addition to our indoor cycling program we also offer Personal Training packages and have a unique Active Chiropractic program under our licensed Chiropractor as well.",1710 N McCadden Pl,4.0,"Trainers,Gyms",Made in LA Fitness,47,5,Hollywood,3/30/2016,"I tried ""the ratchet ride"" last week with Rafael and it was so much fun!  It was an intense cycling class with lots of upbeat music that makes you want to dance while cycling.  Rafael was very attentive and helped me get set up in the beginning of class.  I like that he cycles along with the group so you know what to do.  I think I sweat much more with this class than with any other workouts.  I'm glad I made it through the class.  I've been telling my friends to try this class as well.  I'll be back next week!! ",Cmp4LGkgsLgFcsCwwA3Piw,Tammy L.,90028
"We offer a unique, Rock and Roll inspired indoor cycling program! If the typical top 40 hits aren't your thing, we're the place for you. Our studio is CBGB's-esque with tattoo flash on the walls, red lighting, rock posters and murals. Andrea Lawent, Made in LA's owner and one of the firsts in the indoor cycling industry, crafts one-of-a-kind playlists from a variety of rock and punk genres. 

We also offer a unique class called The Ratchet Ride instructed by Rafael Garcia, it is uncensored and explicit hip hop. Ridin' dirty! 

In addition to our indoor cycling program we also offer Personal Training packages and have a unique Active Chiropractic program under our licensed Chiropractor as well.",1710 N McCadden Pl,4.0,"Trainers,Gyms",Made in LA Fitness,47,5,Hollywood,5/1/2017,OMG This class was exactly what I have been looking for!!!!!!!   Rafael Ratchet Ride class is everything that I need.   It is so much fun and I always get a super intense workout!  ,O9oq65GbE2jd7tbGqvNoKw,Lisa Nicole J.,90028
"We offer a unique, Rock and Roll inspired indoor cycling program! If the typical top 40 hits aren't your thing, we're the place for you. Our studio is CBGB's-esque with tattoo flash on the walls, red lighting, rock posters and murals. Andrea Lawent, Made in LA's owner and one of the firsts in the indoor cycling industry, crafts one-of-a-kind playlists from a variety of rock and punk genres. 

We also offer a unique class called The Ratchet Ride instructed by Rafael Garcia, it is uncensored and explicit hip hop. Ridin' dirty! 

In addition to our indoor cycling program we also offer Personal Training packages and have a unique Active Chiropractic program under our licensed Chiropractor as well.",1710 N McCadden Pl,4.0,"Trainers,Gyms",Made in LA Fitness,47,2,Hollywood,7/4/2018,"I have given this gym, the spin class specifically, 2 tries. Both times they were terrible. The bikes are old and the instructors are mediocre. Today's instructor was terrible. She didn't offer any motivation and her stretch at the end, well there was no stretch  ",LpI9RPc_YAuQSKCt70eEJQ,Nikki C.,90028
"We offer a unique, Rock and Roll inspired indoor cycling program! If the typical top 40 hits aren't your thing, we're the place for you. Our studio is CBGB's-esque with tattoo flash on the walls, red lighting, rock posters and murals. Andrea Lawent, Made in LA's owner and one of the firsts in the indoor cycling industry, crafts one-of-a-kind playlists from a variety of rock and punk genres. 

We also offer a unique class called The Ratchet Ride instructed by Rafael Garcia, it is uncensored and explicit hip hop. Ridin' dirty! 

In addition to our indoor cycling program we also offer Personal Training packages and have a unique Active Chiropractic program under our licensed Chiropractor as well.",1710 N McCadden Pl,4.0,"Trainers,Gyms",Made in LA Fitness,47,3,Hollywood,2/12/2017,"I came here for the ""ratchet ride"" spin class which as definitely fun! Decent bikes, free shoes, and the class is set to hip hop & r&b music so you feel like you're dancing at the club. Great sweat! ",EMa_CXEtL7mo2R6AumL0fw,Eliza A.,90028
