about,address,avg_rating,category,gym,num_review,rating,region,reviewer_date,text,user_id,user_name,zipcode
Private and Semi-Private Classical Pilates Sessions,2076 Westwood Blvd,5.0,Pilates,Pamela Debiase Pilates,1,5,West Los Angeles,2/12/2015,"Pamela is a fantastic teacher and I have gotten so much out of Pilates! She opened Westwood Pilates (right on Westwood, north of Olympic) last year and it is the best Pilates studio on the west side. ",fCUhJ1vZjJ15TfQOlY0d2A,Don B.,90025
"Our Program
Play To Your Health is not your average youth fitness class. We are a personal training program that trains each child individually while in the group.
What?
Yes! We blend one-on-one training with group training all in one class.
How?
You and a trainer will establish a focus for your child's one-on-one training. See list of goals for examples. Goals

We start with an initial assessment. This gives our trainers the information they need to best help your child. This includes,

 Physiological assessments;
 Cardiorespiratory assessments; and
 Movement assessments.
 Body-composition assessments (only by request. Children are growing, making it hard to assess.)

Now your child is ready to start working/playing. Each class is hosted by two Certified Youth Trainers. Your child will switch between working individually with one trainer on their specific goals, and playing in group games. The group trainer helps each child play appropriately and stay motivated. Classes end with a","Los Angeles, CA 90025",5.0,Trainers,Play To Your Health,2,5,Sawtelle,1/4/2017,"Fantastic program! When my kid wakes up excited for camp rather than asking for 10 more minutes sleep, that is a good day!",E1WvjsYsdCoPqq8KN6EQWQ,Kristal W.,90025
"Our Program
Play To Your Health is not your average youth fitness class. We are a personal training program that trains each child individually while in the group.
What?
Yes! We blend one-on-one training with group training all in one class.
How?
You and a trainer will establish a focus for your child's one-on-one training. See list of goals for examples. Goals

We start with an initial assessment. This gives our trainers the information they need to best help your child. This includes,

 Physiological assessments;
 Cardiorespiratory assessments; and
 Movement assessments.
 Body-composition assessments (only by request. Children are growing, making it hard to assess.)

Now your child is ready to start working/playing. Each class is hosted by two Certified Youth Trainers. Your child will switch between working individually with one trainer on their specific goals, and playing in group games. The group trainer helps each child play appropriately and stay motivated. Classes end with a","Los Angeles, CA 90025",5.0,Trainers,Play To Your Health,2,5,Sawtelle,10/31/2016,"This is a great program!  Every week my kids work on agility, speed drills, balance, group/team play, fine motor, and stretching.  This is a well designed program that I highly recommend.",nz9nialpy224S_lble8i1g,Page W.,90025
"P by Paris will be your one-stop shop for all topics relating to real estate (properties), yoga (poses), and changing your mindset in a positive way (positivity).  The company was created to promote overall lifestyle wellness (physical, financial, mental, and spiritual) by encouraging clients to find balance between their personal and professional lives.  I strive to elevate all aspects of my clients' lives by inspiring them to desire more out of life and be better everyday. Now accepting new real estate and private yoga clients. Looking forward to working with you!","West Los Angeles, CA 90025",5.0,"Yoga,Real Estate,Agents",P by Paris,3,5,Sawtelle,3/6/2018,"Paris is my favorite yoga teacher at LA Fitness, and they're all good. She's pleasant, super-supportive, and keeps things moving. Her classes are always a challenge, but always a pleasure. And for bonus points, she plays great tunes. ",UzIcU26UTMZRlUIbLqJ0sg,Monte M.,90025
"P by Paris will be your one-stop shop for all topics relating to real estate (properties), yoga (poses), and changing your mindset in a positive way (positivity).  The company was created to promote overall lifestyle wellness (physical, financial, mental, and spiritual) by encouraging clients to find balance between their personal and professional lives.  I strive to elevate all aspects of my clients' lives by inspiring them to desire more out of life and be better everyday. Now accepting new real estate and private yoga clients. Looking forward to working with you!","West Los Angeles, CA 90025",5.0,"Yoga,Real Estate,Agents",P by Paris,3,5,Sawtelle,5/12/2018,She is the best! Just find a house in a few days... so friendly and patient !!!! Recommend her to everyone... ,tPY6L8H_l_oHx4UzgkTV4Q,Thais A.,90025
"P by Paris will be your one-stop shop for all topics relating to real estate (properties), yoga (poses), and changing your mindset in a positive way (positivity).  The company was created to promote overall lifestyle wellness (physical, financial, mental, and spiritual) by encouraging clients to find balance between their personal and professional lives.  I strive to elevate all aspects of my clients' lives by inspiring them to desire more out of life and be better everyday. Now accepting new real estate and private yoga clients. Looking forward to working with you!","West Los Angeles, CA 90025",5.0,"Yoga,Real Estate,Agents",P by Paris,3,5,Sawtelle,5/12/2018,"Paris was everything I could ask for in an agent and friend. Throughout the process of buying my first house she was on top of everything, always being responsive, consistent, knowledge, flexible, and honest. We spent about 8 months trying to find me the perfect home and she never let up on me. I am incredibly happy in my new 2 unit home, and could not have done it with out her. Thanks Paris!",0NazTT2wY938ZgeyU6RFXQ,Malcolm M.,90025
"Whether you want to learn to social dance, ballroom dance, salsa dance, or learn a wedding dance, Alexis can help you. Learn quickly and easily. Alexis offers classes and private instruction for all levels, beginner, intermediate, and advanced. Alexis is proficient in teaching over 20 styles of partnership dance.  Dancing and competing with her students in showcases and competitions, they take first placements and she often wins top teacher awards.  Whether you're wanting to learn to dance for a special event or wedding--perhaps salsa, a variety of club dances, or any of the ballroom dances-- she can help you fulfill your dance dream. She teaches in a patient, yet firm style rippled with comedic relief. Offering a wide variety of ballroom classes, including salsa, bachata,  tango, swing, cha cha, foxtrot, rumba and more.",1618 Cotner Ave,5.0,"Dance Schools,Performing Arts,Dance Studios",Dance With Alexis,5,5,Sawtelle,11/8/2019,Alexis is one of the best instructors in Los Angeles. ,L3AgN78ISaQC4ILkW_x_Ow,Thomas R.,90025
"Whether you want to learn to social dance, ballroom dance, salsa dance, or learn a wedding dance, Alexis can help you. Learn quickly and easily. Alexis offers classes and private instruction for all levels, beginner, intermediate, and advanced. Alexis is proficient in teaching over 20 styles of partnership dance.  Dancing and competing with her students in showcases and competitions, they take first placements and she often wins top teacher awards.  Whether you're wanting to learn to dance for a special event or wedding--perhaps salsa, a variety of club dances, or any of the ballroom dances-- she can help you fulfill your dance dream. She teaches in a patient, yet firm style rippled with comedic relief. Offering a wide variety of ballroom classes, including salsa, bachata,  tango, swing, cha cha, foxtrot, rumba and more.",1618 Cotner Ave,5.0,"Dance Schools,Performing Arts,Dance Studios",Dance With Alexis,5,5,Sawtelle,2/9/2019,Alexis takes the time to reach you really strong fundamentals.  We were dancing by the end of the second class.  She is very dedicated and passionate to teaching and dancing and you really feel it.  Highly recommend Alexis!,-pA24uQCQ_0snddda53y9A,Augustin Q.,90025
"Whether you want to learn to social dance, ballroom dance, salsa dance, or learn a wedding dance, Alexis can help you. Learn quickly and easily. Alexis offers classes and private instruction for all levels, beginner, intermediate, and advanced. Alexis is proficient in teaching over 20 styles of partnership dance.  Dancing and competing with her students in showcases and competitions, they take first placements and she often wins top teacher awards.  Whether you're wanting to learn to dance for a special event or wedding--perhaps salsa, a variety of club dances, or any of the ballroom dances-- she can help you fulfill your dance dream. She teaches in a patient, yet firm style rippled with comedic relief. Offering a wide variety of ballroom classes, including salsa, bachata,  tango, swing, cha cha, foxtrot, rumba and more.",1618 Cotner Ave,5.0,"Dance Schools,Performing Arts,Dance Studios",Dance With Alexis,5,5,Sawtelle,2/26/2019,Just started salsa lessons and Alexis is an amazing teacher. She is great about form and has made this somewhat awkward experience really enjoyable! Love working with her!,-Zi2fN1mNC9fC2_AgjriUg,kelly k.,90025
"Whether you want to learn to social dance, ballroom dance, salsa dance, or learn a wedding dance, Alexis can help you. Learn quickly and easily. Alexis offers classes and private instruction for all levels, beginner, intermediate, and advanced. Alexis is proficient in teaching over 20 styles of partnership dance.  Dancing and competing with her students in showcases and competitions, they take first placements and she often wins top teacher awards.  Whether you're wanting to learn to dance for a special event or wedding--perhaps salsa, a variety of club dances, or any of the ballroom dances-- she can help you fulfill your dance dream. She teaches in a patient, yet firm style rippled with comedic relief. Offering a wide variety of ballroom classes, including salsa, bachata,  tango, swing, cha cha, foxtrot, rumba and more.",1618 Cotner Ave,5.0,"Dance Schools,Performing Arts,Dance Studios",Dance With Alexis,5,5,Sawtelle,1/15/2019,"Alexis works magic in the dance studio! I started out with group salsa lessons, but once I had a private with Alexis, my dancing was elevated to a whole new level!  She made it so easy to learn I started mastering multiple dances. I go to the Soho Dance LA socials and never sit out a single song for the 3 hour session. All I wanted to do was learn enough salsa to mix it up at parties, but with Alexis as my coach, I've performed, I've competed, but most of all, I continue to learn and stay enthralled with dancing. Dancing is 100x more fun than going to the gym, and after going through the death of a loved one this past year, I can tell you, dancing heals. You can't lose with Alexis. Whether you just want to learn a wedding dance, a party dance,  a new hobby, or compete with one of the best dance coaches in the country, I cannot recommend Alexis more highly.",5pP5z_PSh0QX-5_pZDkrZw,Elenie O.,90025
